centroid_row	centroid_col	timepoint
67.9962304792676	214.480883144857	4
60.5507692307692	485.326153846154	4
68.6451612903226	8.01382488479263	4
104.699870633894	63.608020698577	4
104.660860655738	102.240778688525	4
139.231866825208	269.10225921522	4
165.839607201309	389.137479541735	4
177.824958123953	355.085427135678	4
168.854651162791	71.6540697674419	4
193.070588235294	253.985294117647	4
194.100286532951	405.621776504298	4
202.786528497409	144.39067357513	4
220.655529953917	215.541474654378	4
237.884571428571	383.811428571429	4
246.943729903537	95.8826366559486	4
258.228978007762	360.364812419146	4
260.878571428571	298.485714285714	4
268.546558704453	325.317813765182	4
285.127906976744	212.843853820598	4
288.110204081633	138.387755102041	4
323.360957642726	213.519337016575	4
330.028634361233	254.896475770925	4
382.029442691903	410.996845425867	4
382.612052730697	345.920903954802	4
414.198996655518	269.826086956522	4
468.161812297735	459.154261057174	4
492.170520231214	480.581888246628	4
488.429961089494	251.515564202335	4
508.606299212598	315.020997375328	4
515.131884057971	245.569565217391	4
521.311942959002	385.45632798574	4
562.429975429975	315.159705159705	4
574.19349005425	445.471971066908	4
602.9125	358.925	4
611.00176366843	394.467372134039	4
68.114270092947	211.422088572991	5
60.4292763157895	485.376644736842	5
67.8146551724138	8.18965517241379	5
104.100303951368	104.363728470111	5
109.418205804749	61.0474934036939	5
133.978622327791	262.844418052257	5
165.316558441558	72.6899350649351	5
166.289950576606	393.833607907743	5
169.171003717472	345.505576208178	5
183.668579626973	250.520803443329	5
188.227488151659	361.695102685624	5
194.447931526391	406.272467902996	5
204.585817060637	141.098663926002	5
214.041474654378	217.217741935484	5
235.46875	386.004807692308	5
246.153344208809	96.1500815660685	5
258.425814234017	361.475271411339	5
261.817777777778	299.464444444444	5
268.410569105691	325.160569105691	5
279.828903654485	216.164451827243	5
288.93351800554	138.321329639889	5
324.385046728972	214.024299065421	5
329.320541760722	254.878103837472	5
383.118697478992	411.949579831933	5
385.648648648649	344.117760617761	5
412.091071428571	270.683928571429	5
467.891100702576	455.333723653396	5
489.672672672673	478.578578578579	5
487.983018867925	252.175471698113	5
507.65963060686	313.968337730871	5
515.311111111111	244.154074074074	5
521.891544117647	385.838235294118	5
563.110843373494	315.959036144578	5
573.501851851852	444.238888888889	5
603.361290322581	358.275806451613	5
610.871886120996	393.199288256228	5
67.4227642276423	209.127758420441	6
61.4347826086956	485.301127214171	6
67.2145922746781	8.09012875536481	6
103.719475277497	107.337033299697	6
108.255006675567	60.6275033377837	6
132.56338028169	264.354460093897	6
159.662671232877	73.9760273972603	6
166.038720538721	394.392255892256	6
169.282692307692	343.015384615385	6
182.130935251799	248.412949640288	6
188.692771084337	358.977409638554	6
193.775862068966	406.014367816092	6
200.976458546571	140.420675537359	6
213.20971563981	214.405213270142	6
235.249118683901	385.841363102233	6
247.386776859504	95.6842975206612	6
257.918292682927	360.9	6
262.026666666667	298.337777777778	6
268.129292929293	324.725252525253	6
279.79797979798	215.558922558923	6
286.569655172414	138.928275862069	6
324.790825688073	212.996330275229	6
331.467136150235	254.983568075117	6
382.618085106383	411.244680851064	6
382.839215686274	344.796078431373	6
412.678181818182	273.32	6
463.674669867947	454.504201680672	6
485.876114965312	475.745292368682	6
486.213307240705	252.694716242661	6
507.354929577465	314.140845070423	6
513.211062590975	242.154294032023	6
522.749510763209	386.221135029354	6
564.199004975124	316.430348258706	6
572.450676982592	444.241779497099	6
602.240589198036	357.076923076923	6
609.376344086022	394.655913978495	6
67.8374783111625	209.20994794679	7
60.5688225538972	484.039800995025	7
67.5656108597285	8.28054298642534	7
105.089463220676	111.271371769384	7
107.622994652406	59.9024064171123	7
132.00234741784	264.380281690141	7
155.826016260163	73.9609756097561	7
165.031353135314	394.798679867987	7
171.089015151515	341.456439393939	7
181.701534170153	246.029288702929	7
187.676703645008	360.573692551506	7
193.296829971182	404.829971181556	7
204.901785714286	140.859126984127	7
206.557736720554	209.61662817552	7
235.046116504854	384.587378640777	7
249.983388704319	94.0714285714286	7
258.242718446602	360.75	7
263.536866359447	299.276497695853	7
267.297520661157	325.764462809917	7
278.977491961415	215.713826366559	7
288.8	138.75033557047	7
326.364601769912	212.069026548673	7
335.395604395604	259.136263736264	7
383.650326797386	407.385620915033	7
381.902298850575	349.745210727969	7
410.049180327869	271.04189435337	7
460.797001153403	460.185697808535	7
484.175204918033	476.47131147541	7
488.522184300341	249.262798634812	7
507.288571428571	314.368571428571	7
514.50773993808	240.882352941176	7
521.009633911368	387.104046242775	7
566.982323232323	315.371212121212	7
570.77868852459	444.44262295082	7
601.187192118227	357.960591133005	7
607.776408450704	393.545774647887	7
67.2066210045662	212.224885844749	8
59.1720067453626	482.14671163575	8
69.17903930131	7.93886462882096	8
102.813892529489	60.2529488859764	8
104.537782139352	111.677134445535	8
133.17225950783	265.713646532438	8
153.777591973244	74.185618729097	8
167.863057324841	396.495222929936	8
181.974939369442	352.578011317704	8
179.886422976501	245.151436031332	8
194.329317269076	407.18875502008	8
202.013714285714	204.604571428571	8
210.291330645161	140.425403225806	8
233.588302752294	384.264908256881	8
251.933764135703	94.7172859450727	8
258.90289017341	358.579190751445	8
264.686021505376	298.058064516129	8
268.684601113173	326.430426716141	8
279.976708074534	216.208074534161	8
287.12618724559	139.149253731343	8
325.309931506849	213.272260273973	8
334.783295711061	263.977426636569	8
379.423357664234	351	8
384.527461139896	407.122279792746	8
412.992945326279	273.649029982363	8
434.794871794872	470.176282051282	8
457.550576184379	457.229193341869	8
482.323699421965	475.318882466281	8
487.496993987976	251.194388777555	8
510.875175315568	240.762973352034	8
506.810526315789	314.234210526316	8
522.304431599229	388.649325626204	8
566.062645011601	315.252900232019	8
569.143418467584	444.09626719057	8
599.137658227848	359.283227848101	8
610.487091222031	393.44578313253	8
65.1379107981221	212.458333333333	9
58.4658901830283	479.059900166389	9
68.2542372881356	7.42937853107345	9
104.680823680824	59.1016731016731	9
103.512266928361	111.976447497547	9
134.272727272727	261.038159371493	9
152.950310559006	73.666149068323	9
169.596153846154	401.25	9
183.831691297209	353.927750410509	9
182.074270557029	246.027851458886	9
196.558459422283	410.449793672627	9
201.463302752294	201.628440366972	9
207.039486673248	137.469891411649	9
233.586166471278	384.74325908558	9
250.964831804281	94.4862385321101	9
258.049065420561	358.510514018692	9
264.86143187067	295.886836027714	9
270.333333333333	327.785440613027	9
280.939628482972	221.625386996904	9
285.567750677507	137.739837398374	9
327.222621184919	212.114901256733	9
338.326710816777	261.677704194261	9
378.151821862348	356.208502024291	9
387.123548046463	400.114044350581	9
410.944649446494	273.964944649447	9
427.038123167155	475.158357771261	9
458.399737876802	456.803407601573	9
483.65034965035	475.584415584416	9
485.429328621908	251.005300353357	9
510.344311377246	239.770958083832	9
506.142857142857	313.204481792717	9
522.956262425447	388.763419483101	9
566.900473933649	316.767772511848	9
567.459770114943	444.281609195402	9
597.104595879556	360.847860538827	9
612.006849315069	394.816780821918	9
61.1285892634207	213.884519350811	10
57.5200642054575	480.00963081862	10
69.3	7.505	10
101.193548387097	58.6993548387097	10
102.813092979127	113.295066413662	10
96.7572815533981	508.252427184466	10
135.517127071823	261.965745856354	10
149.448873483536	73.8665511265165	10
168.828282828283	401.666666666667	10
185.604378420641	353.89835809226	10
185.071878940731	248.470365699874	10
196.696675900277	412.220221606648	10
202.977949283352	202.011025358324	10
205.883168316832	139.679207920792	10
233.045871559633	384.280963302752	10
250.941373534338	94.3015075376884	10
258.003322259136	357.091915836102	10
264.890322580645	293.838709677419	10
269.414104882459	326.376130198915	10
282.663663663664	219.807807807808	10
287.815104166667	138.729166666667	10
325.460750853242	214.452218430034	10
337.526315789474	262.562105263158	10
375.952727272727	358.345454545455	10
388.136600625652	400.81126173097	10
410.640366972477	273.245871559633	10
456.685526315789	454.327631578947	10
485.054133858268	476.597440944882	10
486.192523364486	252.538317757009	10
511.838134430727	240.18792866941	10
507.570247933884	311.586776859504	10
523.642718446602	390.106796116505	10
565.140845070423	317.211267605634	10
566.638506876228	444.974459724951	10
596.71686746988	362.628012048193	10
613.715966386555	395.142857142857	10
52.062787136294	227.242981112813	11
54.6649122807018	480.09649122807	11
70.4773869346734	7.76884422110553	11
99.9114285714286	115.393333333333	11
101.752564102564	56.2897435897436	11
97.8050314465409	505.75786163522	11
135.072951739618	261.226711560045	11
143.355555555556	74.1418803418803	11
168.171641791045	402.832835820896	11
180.957637997433	242.231065468549	11
187.083269082498	353.757131842714	11
196.434782608696	413.65744400527	11
204.753346080306	137.559273422562	11
208.869127516779	202.27293064877	11
232.965870307167	384.672354948805	11
249.251592356688	92.6242038216561	11
258.62389380531	358.222345132743	11
263.403805496829	295.420718816068	11
270.261180679785	326.023255813953	11
283.363636363636	221.277429467085	11
289.055330634278	140.188933873144	11
327.148148148148	215.444444444444	11
336.366167023555	261.276231263383	11
390.567398119122	397.257053291536	11
412.849637681159	273.192028985507	11
455.095577746077	451.236804564907	11
486.410440122825	477.733879222109	11
483.699115044248	250.115044247788	11
505.36023054755	312.804034582133	11
511.977715877437	238.463788300836	11
523.389662027833	390.9324055666	11
565.169811320755	317.655660377359	11
566.109433962264	445.42641509434	11
597.11232449298	361.873634945398	11
613.054545454545	396.955371900826	11
49.2062531517902	232.953101361573	12
51.1276595744681	481.691489361702	12
97.3254901960784	58.2653594771242	12
99.3648648648649	116.410231660232	12
105.471014492754	505.61231884058	12
134.489955357143	259.089285714286	12
140.197368421053	75.8651315789474	12
166.448377581121	404.327433628319	12
177.22349936143	238.794380587484	12
188.408775981524	353.371054657429	12
198.283378746594	413.769754768392	12
202.584466019417	134.581553398058	12
209.698030634573	201.240700218818	12
233.240462427746	385.278612716763	12
246.632786885246	90.8377049180328	12
258.009101251422	359.529010238908	12
265.254777070064	297.367303609342	12
270.08904109589	326.797945205479	12
286.756880733945	217.252293577982	12
289.446052631579	139.021052631579	12
329.889643463497	217.648556876061	12
337.342	260.926	12
360.551851851852	59.8703703703704	12
376.650485436893	360.955339805825	12
388.436830835118	400.579229122056	12
413.922547332186	272.607573149742	12
454.093314763231	452.860724233983	12
480.32315978456	248.54039497307	12
487.186734693878	477.581632653061	12
508.433470507545	237.636488340192	12
506.265753424658	312.26301369863	12
523.426262626263	390.511111111111	12
564.788029925187	318.995012468828	12
566.8	443.668085106383	12
597.118796992481	361.827067669173	12
612.775	398.463333333333	12
48.1833582461385	236.823119083209	13
52.8318890814558	482.700173310225	13
70.2203389830509	7.2316384180791	13
99.1498127340824	119.12734082397	13
100.737704918033	56.1538461538462	13
108.360995850622	505.614107883817	13
134.83829787234	260.225531914894	13
141.1890625	75.2265625	13
164.140376266281	405.114327062229	13
177.48533007335	236.389975550122	13
185.671232876712	341.034246575342	13
194.337874659401	364.641689373297	13
203.20247148289	132.62072243346	13
199.758855585831	414.24795640327	13
212.424973767051	199.10703043022	13
233.784269662921	383.031460674157	13
244.769828926905	90.8273716951789	13
259.097533632287	357.813901345291	13
264.998046875	297.837890625	13
270.869494290375	324.903752039152	13
288.141414141414	215.926406926407	13
289.789405684755	140.191214470284	13
330.024311183144	220.077795786062	13
341.5	264.050209205021	13
353.022222222222	310.440740740741	13
390.278723404255	399.358510638298	13
417.366726296959	271.225402504472	13
453.8	452.172972972973	13
479.104395604396	249.82967032967	13
487.516483516484	478.482517482517	13
510.108910891089	236.601131541726	13
510.276536312849	310.27094972067	13
524.506903353057	388.477317554241	13
564.335317460317	441.80753968254	13
565.291375291375	320.263403263403	13
596.661042944785	363.461656441718	13
614.991776315789	398.152960526316	13
48.3403382880574	238.921066119939	14
53.7407407407407	482.403703703704	14
68.6411764705882	7.24705882352941	14
98.6604127579737	122.069418386492	14
100.752837326608	51.0277427490542	14
111.76217765043	505.369627507163	14
131.979212253829	261.564551422319	14
138.875816993464	74.2941176470588	14
161.691068814056	405.97364568082	14
178.780456852792	228.972081218274	14
193.181506849315	335.138698630137	14
198.583489681051	132.610694183865	14
196.003588516746	363.086124401914	14
200.251691474966	416.347767253045	14
209.877136752137	193.834401709402	14
233.57525083612	383.923076923077	14
243.580542264753	89.8261562998405	14
259.466876971609	357.412197686646	14
263.331395348837	296.860465116279	14
269.615262321145	325.394276629571	14
287.386861313869	215.779562043796	14
289.731607629428	141.152588555858	14
332.166666666667	221.344551282051	14
343.349206349206	268.144841269841	14
366.52036199095	426.615384615385	14
374.871428571429	363.542857142857	14
389.066326530612	398.452040816327	14
419.050966608084	270.460456942004	14
452.599717114569	451.633663366337	14
479.558098591549	248.630281690141	14
488.800411522634	478.223251028807	14
509.64899713467	238.177650429799	14
507.078378378378	311.859459459459	14
525.658634538153	388.580321285141	14
565.778260869565	442.489130434783	14
566.924882629108	320.253521126761	14
597.157012195122	363.487804878049	14
617.14006514658	400.291530944625	14
50.7476683937824	237.143523316062	15
53.9180035650624	480.383244206774	15
98.6338694418165	121.700094607379	15
99.1234413965087	51.4950124688279	15
114.287671232877	504.333333333333	15
128.997860962567	256.739037433155	15
136.539708265802	74.6677471636953	15
162.462536023055	404.85590778098	15
181.685503685504	225.753071253071	15
195.944866920152	132.577946768061	15
192.820029027576	334.586357039187	15
197.748691099476	368.359947643979	15
201.234652114598	419.055934515689	15
212.709711846318	194.223052294557	15
235.750276243094	381.766850828729	15
243.301302931596	87.7947882736156	15
261.096949891068	356.278867102397	15
266.227184466019	298.341747572816	15
270.832528180354	326.373590982287	15
286.908077994429	215.934540389972	15
290.466225165563	141.037086092715	15
334.959438377535	223.689547581903	15
348.341317365269	271.045908183633	15
366.457013574661	427.095022624434	15
375.883495145631	363.291262135922	15
390.959782608696	400.711956521739	15
419.629565217391	269.806956521739	15
452.505555555556	452.055555555556	15
478.189138576779	251.125468164794	15
489.52079002079	479.216216216216	15
513.032496307238	237.296898079764	15
510.178571428571	312.203296703297	15
525.568329718004	388.34273318872	15
568.215102974828	318.784897025172	15
569.521384928717	440.716904276986	15
597.600896860987	364.726457399103	15
618.375	401.721153846154	15
51.6575641725833	234.206990715456	16
55.967032967033	478.961538461538	16
100.027497708524	122.903758020165	16
102.901534526854	50.6649616368286	16
117.443254817987	504.17130620985	16
126.804511278195	253.531686358754	16
135.344773790952	77.581903276131	16
162.485074626866	404.788059701493	16
182.871951219512	227.548780487805	16
196.012392755005	132.86844613918	16
195.215311004785	328.419457735247	16
201.719480519481	372.337662337662	16
203.259208731241	418.448840381992	16
214.079827400216	195.043149946063	16
237.189497716895	381.682648401827	16
244.832786885246	89.8213114754098	16
258.445175438596	357.31798245614	16
265.134146341463	297.459349593496	16
271.514503816794	326.354198473282	16
287.651493598862	213.955903271693	16
291.250996015936	139.610889774236	16
336.054838709677	226.435483870968	16
350.023668639053	271.562130177515	16
366.953846153846	427.374358974359	16
375.382608695652	362.313043478261	16
392.171328671329	401.819347319347	16
418.879496402878	271.879496402878	16
451.34163208852	452.421853388658	16
478.732954545455	250.227272727273	16
492.120992761117	480.697001034126	16
511.292424242424	237.845454545455	16
510.603399433428	311.492917847026	16
525.27850877193	388.282894736842	16
567.904761904762	317.698412698413	16
570.501133786848	440.399092970522	16
597.744186046512	365.967441860465	16
620.738362760835	405.741573033708	16
52.6553581044696	232.813139472267	17
55.0221811460259	480.003696857671	17
68.5419847328244	6.89312977099237	17
100.267992424242	125.875946969697	17
100.194838709677	48.2425806451613	17
120	504.286666666667	17
129.52436440678	251.921610169492	17
129.061769616027	76.5125208681135	17
162.785819793205	404.945347119645	17
179.929104477612	220.133084577114	17
193.111111111111	132.965886939571	17
196.052959501558	323.257009345794	17
202.636597938144	371.791237113402	17
201.648322147651	420.358389261745	17
214.869239013934	194.369774919614	17
237.742086752638	381.048065650645	17
241.846153846154	88.0833333333333	17
258.936238044633	356.935175345377	17
260.724070450098	299.117416829746	17
270.186495176849	328.509646302251	17
289.470994475138	213.729281767956	17
291.222991689751	137.774238227147	17
340.3578125	224.4078125	17
352.665314401623	273.815415821501	17
367.619791666667	427.348958333333	17
374.257668711656	365.374233128834	17
392.994152046784	404.791812865497	17
416.162011173184	276.769087523277	17
451.152204836415	453.009957325747	17
475.997959183673	252.544897959184	17
492.150053590568	481.83065380493	17
510.886115444618	238.463338533541	17
510.192771084337	311.33734939759	17
524.811059907834	387.509216589862	17
568.140096618357	316.072463768116	17
569.303614457831	441.848192771084	17
597.208064516129	368.01935483871	17
621.378289473684	402.949013157895	17
52.9524342473419	232.893676552882	18
52.6860670194004	482.760141093474	18
70.2433862433862	7.68253968253968	18
100.332432432432	127.73963963964	18
100.546035805627	47.8503836317136	18
117.961904761905	504.5	18
128.946225439504	249.617373319545	18
129.19344773791	75.600624024961	18
160.764275256223	405.793557833089	18
175.0225921522	217.367419738407	18
191.562734082397	131.632958801498	18
196.12996941896	320.133027522936	18
199.204134366925	372.674418604651	18
203.497402597403	420.016883116883	18
215.989495798319	195.186974789916	18
237.640996602492	379.388448471121	18
239.907523510972	87.3557993730408	18
254.728794642857	354.075892857143	18
259.788844621514	295.754980079681	18
269.7184	326.552	18
291.899592944369	137.179104477612	18
293.065073041169	213.235059760956	18
340.749613601236	224.383307573416	18
352.350187265918	275.316479400749	18
370.189583333333	368.927083333333	18
367.124378109453	426.89552238806	18
395.268957345972	402.922985781991	18
415.671586715867	280.346863468635	18
448.716397849462	451.900537634409	18
479.221189591078	255.299256505576	18
488.35143442623	481.375	18
512.323483670295	239.55365474339	18
508.974860335196	307.036312849162	18
525.375838926175	386.82774049217	18
568.038186157518	443.069212410501	18
569.595641646489	314.19612590799	18
597.460960960961	368.318318318318	18
625.023076923077	404.436923076923	18
52.2424607961399	233.059107358263	19
49.2034782608696	485.250434782609	19
100.731818181818	127.697272727273	19
104.496839443742	43.0341340075853	19
118.037558685446	504.528169014084	19
129.516877637131	251.918776371308	19
127.379146919431	74	19
161.779411764706	403.410294117647	19
176.02348578492	216.411619283066	19
190.218779342723	129.941784037559	19
195.268493150685	367.852054794521	19
195.004672897196	315.320872274143	19
202.485333333333	420.314666666667	19
221.527567567568	195.526486486486	19
235.202981651376	381.389908256881	19
240.682182985554	85.207062600321	19
253.909392265193	354.983425414365	19
260.730382293763	294.997987927565	19
262.146831530139	322.922720247295	19
290.617198335645	136.815533980583	19
297.59724137931	214.211034482759	19
344.311111111111	223.984126984127	19
353.130268199234	279.760536398467	19
383.255652173913	412.747826086957	19
368.89124668435	371.862068965517	19
413.734375	282.77734375	19
448.783746556474	451.404958677686	19
477.460803059273	255.093690248566	19
488.041753653445	482.335073068894	19
513.567567567568	239.27186009539	19
509.705056179775	307.780898876404	19
524.131147540984	385.826697892272	19
568.825870646766	444.121890547264	19
571.739130434783	313.572463768116	19
597.259659969088	369.953632148377	19
625.534201954397	406.024429967427	19
51.1791871921182	231.899630541872	20
47.6180904522613	487.185929648241	20
100.685789938217	128.022947925861	20
101.52380952381	46.2967032967033	20
116.361516034985	505.457725947522	20
132.468937875751	252.966933867735	20
129.538674033149	72.1408839779006	20
158.292915531335	406.287465940055	20
176.334104046243	218.260115606936	20
190.747010119595	128.815087396504	20
187.035714285714	372.796296296296	20
195.532951289398	315.32664756447	20
199.549872122762	423.484654731458	20
224.581653225806	196.816532258065	20
233.212258796822	382.753688989784	20
242.235114503817	86.1480916030534	20
250.468220338983	354.83686440678	20
260.977843426883	321.162481536189	20
263.927140255009	292.132969034608	20
293.186234817814	136.435897435897	20
301.758441558442	215.24025974026	20
346.610044313146	226.336779911374	20
352.384754990926	285.528130671506	20
371.449735449735	371.137566137566	20
380.721618953603	411.528134254689	20
414.370510396975	284.705103969754	20
448.975098296199	451.416775884666	20
476.277879341865	256.751371115174	20
488.679841897233	482.020750988142	20
508.131868131868	308.098901098901	20
513.91392801252	241.181533646322	20
522.217183770883	385.164677804296	20
568.00464037123	448.786542923434	20
574.509009009009	314.130630630631	20
598.081723625557	373.046062407132	20
627.487616099071	403.295665634675	20
52.5115115115115	231.393393393393	21
47.1832460732984	489.20942408377	21
92.0876132930514	46.1601208459214	21
98.2322791712105	127.511450381679	21
116.563636363636	506.477272727273	21
132.894610778443	255.061077844311	21
155.404721753794	407.971332209106	21
180.38247566064	232.447844228095	21
180.270142180095	374.497630331754	21
187.606593406593	130.61978021978	21
198.401538461538	425.823076923077	21
197.223684210526	314.781954887218	21
224.160602258469	199.145545796738	21
229.581514762516	381.341463414634	21
242.312871287129	86.7643564356436	21
252.234782608696	355.182608695652	21
266.523706896552	319.418103448276	21
266.295128939828	285.954154727794	21
294.171322160149	138.158286778399	21
304.557165861514	218.061191626409	21
350.102316602317	228.727799227799	21
353.452088452088	288.285012285012	21
360.69375	416.955	21
413.821576763486	288.149377593361	21
448.25078369906	453.369905956113	21
475.08040201005	258.992462311558	21
487.9900373599	481.678704856787	21
507.688888888889	307.872222222222	21
516.465957446808	242.331914893617	21
521.274418604651	384.106976744186	21
567.838842975207	452.090909090909	21
579.603278688525	314.134426229508	21
596.516699410609	374.78978388998	21
629.534412955466	399.429149797571	21
42.9511834319527	489.291420118343	22
50.4297114794352	232.370779619398	22
67.2765957446808	10.9468085106383	22
91.1859872611465	44.3095541401274	22
98.5096596136155	128.849126034959	22
113.943573667712	505.561128526646	22
131.605967078189	254.898148148148	22
133.021186440678	68.7669491525424	22
148.903318903319	410.473304473304	22
177.040055248619	376.900552486188	22
183.934117647059	236.849411764706	22
187.1351094196	130.804947668887	22
198.422279792746	427.959844559586	22
197.430793157076	311.606531881804	22
222.588924387646	199.914802981896	22
228.117305458769	382.212543554007	22
242.934083601286	86.9389067524116	22
256.948372615039	354.245791245791	22
265.09595959596	316.047138047138	22
266.929637526652	282.91684434968	22
294.440528634361	137.701908957416	22
307.806318681319	219.403846153846	22
351.465517241379	229.457680250784	22
352.280265339967	421.271973466003	22
353.45219123506	291.446215139442	22
368.232974910394	371.410394265233	22
369.252777777778	406.883333333333	22
413.04	290.765714285714	22
447.323014804845	454.489905787349	22
474.153100775194	258.713178294574	22
484.251552795031	482.642857142857	22
507.380555555556	305.925	22
515.970227670753	241.513134851138	22
520.607407407407	381.585185185185	22
568.612137203166	454.746701846966	22
580.613365155131	314.701670644391	22
596.837579617834	375.921974522293	22
633.377813504823	395.424437299035	22
51.7023514851485	232.693688118812	23
45.1495652173913	489.692173913043	23
65.5740740740741	13.2777777777778	23
92.7255639097744	44.1215538847118	23
97.2341376228776	129.675603217158	23
110.724832214765	505.590604026846	23
129.353059177533	252.275827482447	23
131.533653846154	67.1698717948718	23
145.790697674419	409.601915184679	23
181.386084583902	380.746248294679	23
185.880217785844	130.246823956443	23
183.751990898749	240.833902161547	23
198.441396508728	428.593516209476	23
197.529323308271	306.691729323308	23
219.705154639175	198.731958762887	23
229.40415704388	386.114318706697	23
242.969742813918	85.4478063540091	23
260.588888888889	355.025555555556	23
263.148450244698	316.125611745514	23
271.02479338843	279.944214876033	23
294.634252539913	137.210449927431	23
310.662698412698	212.820105820106	23
353.699088145897	231.645896656535	23
352.005464480874	296.723132969035	23
352.2609375	422.2859375	23
368.271758436945	372.59325044405	23
369.296	404.552	23
416.436293436293	290.841698841699	23
443.834196891192	451.693005181347	23
476.022556390977	257.883458646617	23
484.953299492386	482.874111675127	23
507.058171745152	303.504155124654	23
517.184482758621	241.95	23
519.164733178654	379.556844547564	23
570.994871794872	453.825641025641	23
583.048672566372	315.221238938053	23
597.640364188164	380.383915022762	23
637.062310030395	393.892097264438	23
52.1580687830688	231.159391534392	24
46.1898066783831	488.384885764499	24
66.7511111111111	12.5111111111111	24
91.7084917617237	47.7541191381496	24
96.6681654676259	129.567446043165	24
111.869127516779	505.620805369128	24
129.384539147671	249.899900891972	24
133.994174757282	66.873786407767	24
144.919831223629	409.229254571027	24
182.688764044944	244.206741573034	24
186.43824336688	127.176578225069	24
188.597278911565	379.165986394558	24
198.246616541353	303.700751879699	24
200.496296296296	429.722222222222	24
220.310380267215	202.087358684481	24
231.341685649203	384.899772209567	24
242.533532041729	83.7973174366617	24
261.164693218515	355.106566200215	24
264.104575163399	315.588235294118	24
273.665263157895	276.404210526316	24
295.410480349345	135.51673944687	24
315.738002594034	207.360570687419	24
351.590379008746	233.134110787172	24
356.804278074866	417.020320855615	24
352.395563770795	299.297597042514	24
366.897920604915	370.943289224953	24
417.958415841584	289.378217821782	24
442.636129032258	449.494193548387	24
474.752767527675	256.269372693727	24
485.781909547739	482.666331658291	24
506.295890410959	303.128767123288	24
517.646464646465	240.43771043771	24
516.072463768116	379.828502415459	24
572.087179487179	456.225641025641	24
583.665236051502	314.44635193133	24
596.299093655589	383.093655589124	24
638.800933125972	395.583203732504	24
