centroid_col	centroid_row	timepoint	position_number	centroidNibble_w2Cy5_5	meanIntensity_w2Cy5_5	totalIntensity_w2Cy5_5	centroidNibble_w7YFP	meanIntensity_w7YFP	totalIntensity_w7YFP	area	solidity	group_number	relative_time
58	396	3	4	7.55072463768116	5.82886597938144	8481	9.79710144927537	8.24536082474227	11997	1455	0.921469284357188	1	2142.7200011909
61	487	3	4	61.2898550724638	17.3496465470364	31906	9.43478260869565	6.28711256117455	11562	1839	0.983948635634029	1	2142.7200011909
68	10	3	4	24.9130434782609	11.629746835443	7350	7.89855072463768	6.11867088607595	3867	632	0.9875	1	2142.7200011909
97	420	3	4	6.11594202898551	5.62573867367039	8568	10.2028985507246	7.63296126066973	11625	1523	0.951280449718926	1	2142.7200011909
105	64	3	4	63.6376811594203	21.1014584654407	33277	10.2463768115942	4.54850982878884	7173	1577	0.989335006273526	1	2142.7200011909
105	102	3	4	55.9275362318841	21.8324411134904	40783	5.36231884057971	3.5610278372591	6652	1868	0.985751978891821	1	2142.7200011909
98	505	3	4	5.59420289855073	9.45243619489559	4074	2.89855072463768	2.77262180974478	1195	431	0.930885529157667	1	2142.7200011909
96	353	3	4	9.63768115942029	6.65738161559889	2390	5.21739130434783	3.72701949860724	1338	359	0.980874316939891	1	2142.7200011909
112	326	3	4	10.7826086956522	6.11227154046997	2341	5.8695652173913	5.7467362924282	2201	383	0.994805194805195	1	2142.7200011909
140	272	3	4	68.5942028985507	20.8726744186047	35901	11.2753623188406	5.81453488372093	10001	1720	0.98567335243553	1	2142.7200011909
172	376	3	4	9.37681159420289	19.0151820010975	103956	4.33333333333333	5.94823486372782	32519	5467	0.892571428571429	1	2142.7200011909
174	71	3	4	26.5507246376812	12.1048436541999	19743	7.01449275362319	6.21949724095647	10144	1631	0.985498489425982	1	2142.7200011909
196	252	3	4	56.6666666666667	17.8711960368011	25252	14.4782608695652	7.01769285208776	9916	1413	0.983983286908078	1	2142.7200011909
201	145	3	4	66.4202898550725	21.8577472236912	41333	11.304347826087	4.95452141723956	9369	1891	0.986951983298539	1	2142.7200011909
