centroid_col	centroid_row	timepoint	position_number	centroidNibble_w2Cy5_5	meanIntensity_w2Cy5_5	totalIntensity_w2Cy5_5	centroidNibble_w7YFP	meanIntensity_w7YFP	totalIntensity_w7YFP	area	solidity	group_number	relative_time
97	130	23	4	60.4347826086957	20.0201372997712	43744	5.63768115942029	3.19130434782609	6973	2185	0.987347492092183	1	23768.6400074512
103	320	23	4	9.18840579710145	5.97375690607735	4325	46.768115942029	27.3149171270718	19776	724	0.942708333333333	1	23768.6400074512
110	502	23	4	26.6666666666667	15.5344827586207	13515	15.9855072463768	8.75747126436782	7619	870	0.987514188422247	1	23768.6400074512
102	366	23	4	8.11594202898551	6.15555555555556	1939	31.4492753623188	26.5174603174603	8353	315	0.984375	1	23768.6400074512
129	252	23	4	63.231884057971	19.7068437180797	38586	41.6666666666667	17.406026557712	34081	1958	0.98639798488665	1	23768.6400074512
132	67	23	4	24.5072463768116	9.96501943364797	17947	22.4202898550725	16.7384786229872	30146	1801	0.980936819172113	1	23768.6400074512
130	332	23	4	9.56521739130435	6.21992110453649	6307	2.88405797101449	2.60355029585799	2640	1014	0.968481375358166	1	23768.6400074512
145	411	23	4	68.1449275362319	16.531889290012	27476	43.7391304347826	15.2166064981949	25290	1662	0.973067915690866	1	23768.6400074512
186	130	23	4	60.6231884057971	19.5947955390335	42168	7.02898550724638	4.53485130111524	9759	2152	0.989880404783809	1	23768.6400074512
181	381	23	4	101.927536231884	20.3549511854951	29189	22.6811594202899	8.25592747559275	11839	1434	0.982864976010966	1	23768.6400074512
184	241	23	4	70.0579710144927	19.8665063138906	33038	24.231884057971	9.64942874323512	16047	1663	0.988116458704694	1	23768.6400074512
187	34	23	4	24.3188405797101	6.32478632478632	2220	2.15942028985507	1.6951566951567	595	351	0.980446927374302	1	23768.6400074512
197	307	23	4	54.8115942028985	16.2978142076503	23860	27.8405797101449	9.18374316939891	13445	1464	0.985195154777927	1	23768.6400074512
198	429	23	4	73.4202898550725	19.3924936386768	30485	19.4492753623188	7.83142493638677	12311	1572	0.988679245283019	1	23768.6400074512
219	199	23	4	55.3478260869565	17.2906641000962	35930	10.536231884058	7.62752646775746	15850	2078	0.982041587901701	1	23768.6400074512
229	386	23	4	78.8260869565217	21.3527549081697	33716	48.8405797101449	15.8435718809373	25017	1579	0.981354878806712	1	23768.6400074512
243	85	23	4	50.8985507246377	15.0717884130982	23934	9.34782608695652	4.15743073047859	6602	1588	0.986948415164699	1	23768.6400074512
261	355	23	4	87.8115942028985	21.7495395948435	35430	39.3188405797102	14.0110497237569	22824	1629	0.977791116446579	1	23768.6400074512
263	316	23	4	41.9855072463768	13.4468380820014	19350	44.6376811594203	16.4218207088256	23631	1439	0.986291980808773	1	23768.6400074512
271	280	23	4	37.3333333333333	12.2257053291536	15600	55.4202898550725	22.1050156739812	28206	1276	0.980784012298232	1	23768.6400074512
295	137	23	4	41.6521739130435	14.1930953774137	24256	15.8695652173913	7.06963136337039	12082	1709	0.984447004608295	1	23768.6400074512
311	213	23	4	61.1449275362319	16.7796717171717	26579	65.5797101449275	23.7323232323232	37592	1584	0.982021078735276	1	23768.6400074512
301	311	23	4	26.2608695652174	6.47282608695652	2382	1.36231884057971	1.10326086956522	406	368	0.989247311827957	1	23768.6400074512
352	297	23	4	38.6811594202899	13.0340667139815	18365	43.7391304347826	16.0624556422995	22632	1409	0.986694677871149	1	23768.6400074512
354	231	23	4	49.7101449275362	15.3638832315003	22631	48.9855072463768	16.8784792939579	24862	1473	0.984625668449198	1	23768.6400074512
365	420	23	4	7.1304347826087	12.7306445804825	35353	16.304347826087	13.9506661865322	38741	2777	0.968608301360307	1	23768.6400074512
347	465	23	4	7.94202898550725	4.64347826086957	1068	2.88405797101449	2.19565217391304	505	230	0.991379310344828	1	23768.6400074512
369	373	23	4	22.1739130434783	9.69657843770174	15020	6.68115942028986	5.69141381536475	8816	1549	0.984742530197076	1	23768.6400074512
416	291	23	4	29.6811594202899	10.5905325443787	17898	14.536231884058	8.84556213017751	14949	1690	0.985997666277713	1	23768.6400074512
421	487	23	4	6.88405797101449	5.50763701707098	6130	21.1304347826087	7.38544474393531	8220	1113	0.972052401746725	1	23768.6400074512
445	452	23	4	58.2173913043478	16.8547579298831	30288	82.3913043478261	30.259877573734	54377	1797	0.973983739837398	1	23768.6400074512
477	258	23	4	50.3623188405797	14.36802413273	19052	32.1304347826087	10.4909502262443	13911	1326	0.981495188749075	1	23768.6400074512
485	483	23	4	72.1739130434782	19.1031919545256	43689	7.71014492753623	5.61171840839528	12834	2287	0.98323301805675	1	23768.6400074512
507	304	23	4	33.4202898550725	11.3469545104086	14717	17.7246376811594	7.95759444872783	10321	1297	0.985562310030395	1	23768.6400074512
518	242	23	4	43.4202898550724	14.1544502617801	21628	57.6666666666667	20.3619109947644	31113	1528	0.982005141388175	1	23768.6400074512
520	380	23	4	29.9710144927536	11.1830985915493	15880	26.231884057971	13.7422535211268	19514	1420	0.985426786953505	1	23768.6400074512
571	455	23	4	30.1739130434783	11.6087824351297	17448	41.9420289855072	13.9926813040586	21031	1503	0.983638743455497	1	23768.6400074512
582	315	23	4	36.6521739130435	12.5997258396162	18383	39.9565217391304	15.418779986292	22496	1459	0.982491582491583	1	23768.6400074512
598	380	23	4	43.8695652173913	15.2466257668712	24852	30.3913043478261	11.1361963190184	18152	1630	0.980746089049338	1	23768.6400074512
637	393	23	4	56.463768115942	16.8090551181102	25617	26.6086956521739	8.81627296587926	13436	1524	0.973180076628352	1	23768.6400074512
52	233	24	4	32.463768115942	14.23463356974	48170	44.0289855072464	26.3294917257683	89099	3384	0.988029197080292	1	24857.2799988091
46	489	24	4	37.9855072463768	13.6874651810585	24569	18.2753623188406	8.70027855153203	15617	1795	0.986805937328202	1	24857.2799988091
67	15	24	4	28.1014492753623	11.64767331434	12265	60.2753623188406	31.2934472934473	32952	1053	0.975	1	24857.2799988091
90	423	24	4	3.71014492753623	4.50875331564987	8499	3.72463768115942	3.8631299734748	7282	1885	0.952501263264275	1	24857.2799988091
92	47	24	4	45.0289855072464	16.6070870244919	31869	15.8695652173913	7.03282959874935	13496	1919	0.969681657402729	1	24857.2799988091
96	129	24	4	61.3623188405797	20.9319190922546	42429	5.69565217391304	3.49481993093241	7084	2027	0.985894941634241	1	24857.2799988091
100	7	24	4	10.9275362318841	9.75280898876404	2604	32.8985507246377	27.12734082397	7243	267	0.996268656716418	1	24857.2799988091
99	364	24	4	8.65217391304348	6.93081761006289	2204	31.1739130434783	27.0880503144654	8614	318	0.987577639751553	1	24857.2799988091
105	317	24	4	8.82608695652174	6.38071895424837	3905	50.1449275362319	32.0179738562092	19595	612	0.9792	1	24857.2799988091
112	503	24	4	33.7826086956522	16.8307493540052	13027	18.0289855072464	9.35271317829457	7239	774	0.989769820971867	1	24857.2799988091
129	250	24	4	61.9420289855073	20.9415938864629	38365	44.536231884058	18.325327510917	33572	1832	0.988133764832794	1	24857.2799988091
135	65	24	4	24.3188405797102	10.4862068965517	18246	23.3188405797101	17.3379310344828	30168	1740	0.97752808988764	1	24857.2799988091
133	337	24	4	6.76811594202899	6.3048128342246	4716	3.33333333333333	2.99465240641711	2240	748	0.979057591623037	1	24857.2799988091
144	410	24	4	63.8985507246377	17.2673796791444	25832	41.3333333333333	15.6196524064171	23367	1496	0.986807387862797	1	24857.2799988091
183	244	24	4	70.6666666666666	20.5264797507788	32945	27.6231884057971	10.3308411214953	16581	1605	0.988300492610837	1	24857.2799988091
186	127	24	4	59.8550724637681	20.3411880216004	41435	6.36231884057971	3.80117820324006	7743	2037	0.987396994667959	1	24857.2799988091
189	379	24	4	103.202898550725	22.2146718146718	28768	24	8.26409266409266	10702	1295	0.987795575896262	1	24857.2799988091
198	304	24	4	55.1884057971014	17.1381578947368	23445	24.3333333333333	9.3406432748538	12778	1368	0.983465132997843	1	24857.2799988091
200	430	24	4	68.695652173913	20.0447561790247	30007	17.5942028985507	7.8496993987976	11751	1497	0.988771466314399	1	24857.2799988091
220	202	24	4	56.1014492753623	18.0944841675179	35429	10.4202898550725	8.29570990806946	16243	1958	0.984909456740443	1	24857.2799988091
231	385	24	4	75.9420289855072	21.8050904219692	32555	49.9565217391304	16.8573342263898	25168	1493	0.966968911917098	1	24857.2799988091
243	83	24	4	51.7536231884058	16.0424814565071	23791	8.57971014492754	4.41942009440324	6554	1483	0.98800799467022	1	24857.2799988091
261	355	24	4	83.9130434782609	21.6481835564054	33966	39.0289855072464	14.6775015933716	23029	1569	0.984934086629002	1	24857.2799988091
264	315	24	4	43.7101449275362	14	19390	44.9420289855073	17.3696750902527	24057	1385	0.986467236467236	1	24857.2799988091
273	276	24	4	35.231884057971	12.4975688816856	15422	55.0289855072464	23.0964343598055	28501	1234	0.983266932270916	1	24857.2799988091
295	135	24	4	40.9420289855073	14.8214515093128	23077	12.8985507246377	6.97174052665382	10855	1557	0.985443037974684	1	24857.2799988091
316	207	24	4	59.8260869565217	17.3057577763071	26149	66.0869565217391	25.0066181336863	37785	1511	0.984364820846906	1	24857.2799988091
352	233	24	4	45.7971014492754	15.6049382716049	22752	43.768115942029	17.1083676268861	24944	1458	0.98580121703854	1	24857.2799988091
365	421	24	4	11.7246376811594	13.3499454347035	36699	17.4057971014493	14.5718443070207	40058	2749	0.952859618717504	1	24857.2799988091
352	299	24	4	36.3188405797101	13.4813639968279	17000	44.6811594202899	17.4258524980174	21974	1261	0.987470634299139	1	24857.2799988091
348	466	24	4	9.36231884057971	7.38181818181818	812	3.15942028985507	2.52727272727273	278	110	1	1	24857.2799988091
367	372	24	4	21.5072463768116	10.8285907859079	15983	8.42028985507246	6.21273712737127	9170	1476	0.985971943887776	1	24857.2799988091
365	84	24	4	30.3623188405797	7.38251366120219	2702	1.72463768115942	1.04371584699454	382	366	0.989189189189189	1	24857.2799988091
419	290	24	4	30.7971014492754	11.2997311827957	16814	15.1884057971015	10.5275537634409	15665	1488	0.985430463576159	1	24857.2799988091
433	499	24	4	13.0869565217391	7.20757020757021	5903	21.695652173913	10.6166056166056	8695	819	0.993932038834951	1	24857.2799988091
443	451	24	4	62.7101449275362	17.2932454695222	31491	84.536231884058	29.89346512905	54436	1821	0.984324324324324	1	24857.2799988091
475	257	24	4	46.9565217391304	14.9991856677524	18419	28.5942028985507	10.7654723127036	13220	1228	0.987138263665595	1	24857.2799988091
485	483	24	4	69.8840579710145	19.5897435897436	44312	8.43478260869565	5.75552608311229	13019	2262	0.986910994764398	1	24857.2799988091
491	401	24	4	34.9855072463768	7.67357512953368	2962	1.60869565217391	1.36787564766839	528	386	0.967418546365915	1	24857.2799988091
506	303	24	4	33.9710144927536	12.14586846543	14405	16.9710144927536	8.7150084317032	10336	1186	0.987510407993339	1	24857.2799988091
518	240	24	4	41.3188405797101	14.7910344827586	21447	54.695652173913	21.111724137931	30612	1450	0.987738419618529	1	24857.2799988091
517	381	24	4	28.7536231884058	11.6359712230216	16174	26.8695652173913	13.7122302158273	19060	1390	0.982332155477032	1	24857.2799988091
571	458	24	4	31.3768115942029	12.1824146981627	18566	41.1594202898551	13.6161417322835	20751	1524	0.987686325340246	1	24857.2799988091
583	315	24	4	36.8260869565217	13.2654275092937	17842	38.2463768115942	16.4527881040892	22129	1345	0.981035740335522	1	24857.2799988091
597	383	24	4	42.8550724637681	16.0111695137976	24369	29.2608695652174	11.6208935611038	17687	1522	0.986390149060272	1	24857.2799988091
639	395	24	4	57.231884057971	17.3913043478261	25600	23.9565217391304	9.14470108695652	13461	1472	0.985934360348292	1	24857.2799988091
50	232	25	4	31.9565217391304	13.535734226689	48485	45.5217391304348	25.0658849804578	89786	3582	0.985962014863749	1	25954.5600056648
49	488	25	4	39.1159420289855	13.7315022421525	24497	15.6231884057971	7.85033632286996	14005	1784	0.988913525498891	1	25954.5600056648
63	16	25	4	28.9565217391304	11.5018181818182	12652	59.6811594202899	30.5181818181818	33570	1100	0.983899821109123	1	25954.5600056648
85	422	25	4	5.53623188405797	4.91789819376026	11980	2.88405797101449	3.23275862068966	7875	2436	0.965900079302141	1	25954.5600056648
82	53	25	4	47.1594202898551	16.7737384698861	30914	15.8550724637681	6.33260987520347	11671	1843	0.973072861668427	1	25954.5600056648
94	132	25	4	58.0579710144928	20.8056365403304	42818	6.34782608695652	3.77745383867833	7774	2058	0.986577181208054	1	25954.5600056648
100	8	25	4	16.1739130434783	10.5246753246753	4052	43.0579710144928	31.1766233766234	12003	385	0.9846547314578	1	25954.5600056648
105	315	25	4	8.43478260869565	6.46915584415584	3985	51.536231884058	33.0876623376623	20382	616	0.984025559105431	1	25954.5600056648
100	361	25	4	7.65217391304348	5.70863309352518	1587	27.9710144927536	28.0287769784173	7792	278	0.992857142857143	1	25954.5600056648
111	503	25	4	25.4927536231884	14.3604651162791	11115	11.7246376811594	6.47157622739018	5009	774	0.985987261146497	1	25954.5600056648
130	250	25	4	59.0144927536232	20.6041778253883	38468	43.7391304347826	17.8066416711302	33245	1867	0.988353626257279	1	25954.5600056648
133	65	25	4	22.695652173913	10.070534698521	17704	22.4057971014493	16.4556313993174	28929	1758	0.98542600896861	1	25954.5600056648
134	337	25	4	6.68115942028986	6.26175349428208	4928	3.94202898550725	3.12960609911055	2463	787	0.987452948557089	1	25954.5600056648
144	410	25	4	63.3333333333333	17.2858077174624	26430	34.9710144927536	13.678221059516	20914	1529	0.988364576599871	1	25954.5600056648
180	250	25	4	67.8405797101449	20.1090133982948	33019	24.5072463768116	10.0767356881851	16546	1642	0.983822648292391	1	25954.5600056648
