trackID	timepoint	centroid_row	centroid_col	value
25	25	276	276	0
24	25	134	294	0
31	25	203	323	0
29	25	237	351	0
28	25	304	353	0
32	25	288	422	0
33	25	483	488	0
34	25	379	516	0
37	25	239	518	0
39	25	460	571	0
40	25	312	582	0
38	25	387	597	0
41	25	396	640	0
4	24	489	46	0
5	24	233	52	0
2	24	48	92	0
7	24	129	96	0
9	24	503	112	0
13	24	250	129	0
11	24	65	134	0
16	24	244	183	0
15	24	127	186	0
21	24	385	231	0
20	24	83	243	0
23	24	355	261	0
25	24	276	273	0
24	24	135	295	0
31	24	207	316	0
29	24	233	352	0
28	24	299	352	0
32	24	290	419	0
33	24	483	485	0
34	24	381	517	0
37	24	240	518	0
39	24	458	571	0
40	24	315	583	0
38	24	383	597	0
41	24	395	639	0
4	23	489	45	0
5	23	233	52	0
2	23	45	92	0
7	23	130	97	0
9	23	502	110	0
13	23	252	129	0
11	23	67	132	0
16	23	241	184	0
15	23	130	186	0
21	23	386	229	0
20	23	85	243	0
23	23	355	261	0
25	23	280	271	0
24	23	137	295	0
31	23	213	311	0
28	23	297	352	0
29	23	231	354	0
32	23	291	416	0
33	23	483	485	0
37	23	242	518	0
34	23	380	520	0
39	23	455	571	0
40	23	315	582	0
38	23	380	598	0
41	23	393	637	0
4	22	489	44	0
5	22	233	51	0
2	22	44	91	0
7	22	134	101	0
9	22	502	114	0
13	22	255	131	0
11	22	67	134	0
16	22	237	184	0
15	22	131	187	0
21	22	383	227	0
20	22	86	243	0
23	22	354	258	0
25	22	282	267	0
24	22	138	294	0
31	22	220	308	0
29	22	229	351	0
28	22	291	353	0
32	22	291	414	0
33	22	482	484	0
37	22	242	516	0
34	22	383	521	0
39	22	457	569	0
40	22	315	580	0
38	22	376	597	0
41	22	395	633	0
4	21	489	47	0
5	21	231	52	0
2	21	46	92	0
7	21	128	98	0
9	21	502	116	0
11	21	69	131	0
13	21	255	132	0
16	21	232	181	0
15	21	130	188	0
21	21	383	228	0
20	21	86	242	0
23	21	354	253	0
25	21	285	266	0
24	21	138	294	0
31	21	218	305	0
29	21	228	350	0
28	21	288	354	0
32	21	288	414	0
33	21	481	488	0
37	21	242	517	0
34	21	384	521	0
39	21	453	568	0
40	21	315	579	0
38	21	375	597	0
41	21	399	630	0
4	20	487	47	0
5	20	233	51	0
7	20	128	100	0
2	20	46	101	0
9	20	502	116	0
11	20	72	130	0
13	20	253	132	0
16	20	218	176	0
15	20	129	191	0
21	20	384	233	0
20	20	86	242	0
23	20	353	252	0
25	20	290	264	0
24	20	137	293	0
31	20	215	302	0
29	20	226	346	0
28	20	286	353	0
32	20	286	415	0
33	20	482	489	0
37	20	241	515	0
34	20	385	523	0
39	20	449	568	0
40	20	314	574	0
38	20	373	599	0
41	20	403	628	0
4	19	486	49	0
5	19	233	52	0
7	19	128	100	0
2	19	42	103	0
9	19	501	117	0
11	19	73	128	0
13	19	252	129	0
16	19	216	176	0
15	19	129	190	0
21	19	384	230	0
20	19	85	241	0
23	19	354	255	0
25	19	294	261	0
24	19	137	291	0
31	19	214	298	0
29	19	224	344	0
28	19	280	353	0
